"","V1","V2"
"1","12601","12602"
"2","12601","12603"
"3","12601","12604"
"4","12601","12605"
"5","12601","12606"
"6","12601","12607"
"7","12601","12608"
"8","12601","12609"
"9","12601","12610"
"10","12601","12611"
"11","12601","12612"
"12","12601","12613"
"13","12601","12614"
"14","12601","12615"
"15","12601","12616"
"16","12601","12617"
"17","12601","12618"
"18","12601","12619"
"19","12601","12620"
"20","12601","12621"
"21","12601","12622"
"22","12601","12623"
"23","12601","12624"
"24","12601","12625"
"25","12601","12626"
"26","12601","12627"
"27","12601","12628"
"28","12601","12629"
"29","12601","12631"
"30","12601","12633"
"31","12601","12635"
"32","12601","12636"
"33","12601","12637"
"34","12601","12638"
"35","12601","12639"
"36","12601","12640"
"37","12601","12641"
"38","12601","12642"
"39","12601","12643"
"40","12601","12644"
"41","12601","12645"
"42","12602","12603"
"43","12602","12604"
"44","12602","12605"
"45","12602","12606"
"46","12602","12607"
"47","12602","12608"
"48","12602","12609"
"49","12602","12610"
"50","12602","12611"
"51","12602","12612"
"52","12602","12613"
"53","12602","12614"
"54","12602","12615"
"55","12602","12616"
"56","12602","12617"
"57","12602","12618"
"58","12602","12619"
"59","12602","12620"
"60","12602","12621"
"61","12602","12622"
"62","12602","12623"
"63","12602","12624"
"64","12602","12625"
"65","12602","12626"
"66","12602","12627"
"67","12602","12628"
"68","12602","12629"
"69","12602","12631"
"70","12602","12633"
"71","12602","12635"
"72","12602","12636"
"73","12602","12637"
"74","12602","12638"
"75","12602","12639"
"76","12602","12641"
"77","12602","12642"
"78","12602","12643"
"79","12602","12644"
"80","12602","12645"
"81","12603","12604"
"82","12603","12605"
"83","12603","12606"
"84","12603","12607"
"85","12603","12608"
"86","12603","12609"
"87","12603","12610"
"88","12603","12611"
"89","12603","12612"
"90","12603","12613"
"91","12603","12614"
"92","12603","12615"
"93","12603","12616"
"94","12603","12617"
"95","12603","12618"
"96","12603","12619"
"97","12603","12620"
"98","12603","12621"
"99","12603","12622"
"100","12603","12623"
"101","12603","12624"
"102","12603","12625"
"103","12603","12626"
"104","12603","12627"
"105","12603","12628"
"106","12603","12629"
"107","12603","12631"
"108","12603","12633"
"109","12603","12635"
"110","12603","12636"
"111","12603","12637"
"112","12603","12638"
"113","12603","12639"
"114","12603","12640"
"115","12603","12641"
"116","12603","12642"
"117","12603","12643"
"118","12603","12644"
"119","12603","12645"
"120","12604","12605"
"121","12604","12606"
"122","12604","12607"
"123","12604","12608"
"124","12604","12609"
"125","12604","12610"
"126","12604","12611"
"127","12604","12612"
"128","12604","12613"
"129","12604","12614"
"130","12604","12615"
"131","12604","12616"
"132","12604","12617"
"133","12604","12618"
"134","12604","12619"
"135","12604","12620"
"136","12604","12621"
"137","12604","12622"
"138","12604","12623"
"139","12604","12624"
"140","12604","12625"
"141","12604","12626"
"142","12604","12627"
"143","12604","12628"
"144","12604","12629"
"145","12604","12631"
"146","12604","12633"
"147","12604","12635"
"148","12604","12636"
"149","12604","12637"
"150","12604","12638"
"151","12604","12639"
"152","12604","12642"
"153","12604","12643"
"154","12604","12644"
"155","12604","12645"
"156","12605","12606"
"157","12605","12607"
"158","12605","12608"
"159","12605","12609"
"160","12605","12610"
"161","12605","12611"
"162","12605","12612"
"163","12605","12613"
"164","12605","12614"
"165","12605","12615"
"166","12605","12616"
"167","12605","12617"
"168","12605","12618"
"169","12605","12619"
"170","12605","12620"
"171","12605","12621"
"172","12605","12622"
"173","12605","12623"
"174","12605","12624"
"175","12605","12625"
"176","12605","12626"
"177","12605","12627"
"178","12605","12628"
"179","12605","12629"
"180","12605","12631"
"181","12605","12633"
"182","12605","12635"
"183","12605","12636"
"184","12605","12637"
"185","12605","12638"
"186","12605","12639"
"187","12605","12640"
"188","12605","12641"
"189","12605","12642"
"190","12605","12643"
"191","12605","12644"
"192","12605","12645"
"193","12606","12607"
"194","12606","12608"
"195","12606","12609"
"196","12606","12610"
"197","12606","12611"
"198","12606","12612"
"199","12606","12613"
"200","12606","12614"
"201","12606","12615"
"202","12606","12616"
"203","12606","12617"
"204","12606","12618"
"205","12606","12619"
"206","12606","12620"
"207","12606","12621"
"208","12606","12622"
"209","12606","12623"
"210","12606","12624"
"211","12606","12625"
"212","12606","12626"
"213","12606","12627"
"214","12606","12628"
"215","12606","12631"
"216","12606","12635"
"217","12606","12636"
"218","12606","12637"
"219","12606","12638"
"220","12606","12639"
"221","12606","12642"
"222","12606","12643"
"223","12606","12645"
"224","12607","12608"
"225","12607","12609"
"226","12607","12610"
"227","12607","12611"
"228","12607","12612"
"229","12607","12613"
"230","12607","12614"
"231","12607","12615"
"232","12607","12616"
"233","12607","12617"
"234","12607","12618"
"235","12607","12619"
"236","12607","12620"
"237","12607","12627"
"238","12607","12631"
"239","12607","12637"
"240","12607","12638"
"241","12607","12642"
"242","12608","12609"
"243","12608","12610"
"244","12608","12611"
"245","12608","12612"
"246","12608","12613"
"247","12608","12614"
"248","12608","12615"
"249","12608","12616"
"250","12608","12617"
"251","12608","12618"
"252","12608","12619"
"253","12608","12620"
"254","12608","12621"
"255","12608","12622"
"256","12608","12623"
"257","12608","12624"
"258","12608","12625"
"259","12608","12626"
"260","12608","12627"
"261","12608","12628"
"262","12608","12631"
"263","12608","12635"
"264","12608","12636"
"265","12608","12637"
"266","12608","12638"
"267","12608","12639"
"268","12608","12642"
"269","12608","12643"
"270","12608","12645"
"271","12609","12610"
"272","12609","12611"
"273","12609","12612"
"274","12609","12613"
"275","12609","12614"
"276","12609","12615"
"277","12609","12616"
"278","12609","12617"
"279","12609","12618"
"280","12609","12619"
"281","12609","12620"
"282","12609","12621"
"283","12609","12622"
"284","12609","12623"
"285","12609","12624"
"286","12609","12625"
"287","12609","12626"
"288","12609","12627"
"289","12609","12628"
"290","12609","12629"
"291","12609","12631"
"292","12609","12635"
"293","12609","12636"
"294","12609","12637"
"295","12609","12638"
"296","12609","12639"
"297","12609","12642"
"298","12609","12643"
"299","12609","12644"
"300","12609","12645"
"301","12610","12611"
"302","12610","12612"
"303","12610","12613"
"304","12610","12614"
"305","12610","12615"
"306","12610","12616"
"307","12610","12617"
"308","12610","12618"
"309","12610","12619"
"310","12610","12620"
"311","12610","12621"
"312","12610","12622"
"313","12610","12623"
"314","12610","12624"
"315","12610","12625"
"316","12610","12626"
"317","12610","12627"
"318","12610","12629"
"319","12610","12636"
"320","12610","12637"
"321","12610","12638"
"322","12610","12639"
"323","12610","12642"
"324","12610","12643"
"325","12610","12644"
"326","12610","12645"
"327","12611","12612"
"328","12611","12613"
"329","12611","12614"
"330","12611","12615"
"331","12611","12616"
"332","12611","12617"
"333","12611","12618"
"334","12611","12619"
"335","12611","12620"
"336","12611","12621"
"337","12611","12622"
"338","12611","12623"
"339","12611","12624"
"340","12611","12627"
"341","12611","12636"
"342","12611","12637"
"343","12611","12638"
"344","12611","12642"
"345","12611","12643"
"346","12611","12644"
"347","12611","12645"
"348","12612","12613"
"349","12612","12614"
"350","12612","12615"
"351","12612","12616"
"352","12612","12617"
"353","12612","12618"
"354","12612","12619"
"355","12612","12620"
"356","12612","12621"
"357","12612","12622"
"358","12612","12623"
"359","12612","12624"
"360","12612","12625"
"361","12612","12626"
"362","12612","12627"
"363","12612","12628"
"364","12612","12629"
"365","12612","12631"
"366","12612","12635"
"367","12612","12636"
"368","12612","12637"
"369","12612","12638"
"370","12612","12639"
"371","12612","12640"
